name,level,size,law,moral,ac,hp,perception,fortitude,reflex,willpower,strength,dexterity,constitution,intelligence,wisdom,charisma,acrobatics,arcana,athletics,crafting,deception,diplomacy,intimidation,medicine,nature,occultism,performance,religion,society,stealth,survival,thievery
Experienced Mercenary,1,3,2,2,15,20,7,7,5,4,3,1,2,0,0,1,4,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0
Trilobite Swarm,3,4,2,2,18,30,9,10,9,7,1,4,3,-5,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,7,0
Offended Gambler,-1,3,1,2,15,11,6,5,8,2,1,2,2,-1,0,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
Binumir,3,3,3,1,19,25,10,9,12,8,-4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Agent of the Gray Queen,19,4,2,1,43,290,32,31,35,30,5,6,7,2,4,7,33,0,0,0,33,0,38,0,0,0,0,31,0,33,31,0
Bloom of Lamashtu,10,4,1,1,27,210,21,21,16,19,7,2,5,0,5,3,0,0,21,0,0,0,0,0,0,0,0,0,0,18,0,0
Baccali Alpaca,0,3,2,2,14,16,4,7,4,4,3,2,3,-4,2,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Gnoll Cultist,3,3,1,1,19,45,8,8,6,10,2,2,0,0,3,2,0,0,0,0,0,0,7,7,0,0,0,10,0,7,8,0
Ibrium,10,3,2,1,28,145,20,16,19,22,0,4,0,5,3,3,0,24,0,0,19,19,0,0,0,0,0,0,19,0,0,0
Morlock Cultist,4,3,1,1,21,58,11,9,11,11,3,3,1,5,3,0,10,0,11,11,0,0,0,0,0,13,0,0,0,11,0,0
Cyclops Zombie,7,5,2,1,21,160,8,16,9,12,7,-1,4,-5,0,-2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloody Berleth,11,3,2,1,30,245,24,23,21,20,5,2,4,1,1,3,0,0,22,0,22,18,22,0,0,0,0,0,0,17,0,0
Formian Mageslayer,16,3,3,2,38,240,31,25,28,30,5,8,5,9,7,5,28,32,0,0,0,0,0,0,30,32,0,30,0,28,28,0
Tormented Starvation,14,3,1,1,35,250,27,22,26,27,6,4,4,-1,5,8,24,0,26,0,0,0,28,0,0,0,0,0,0,24,0,0
Joyful Planar Nixie,5,2,1,2,22,75,11,11,15,11,3,4,2,0,2,5,0,0,11,0,0,0,0,0,11,0,0,0,0,13,0,0
Young Ahuizotl,4,4,2,1,20,68,10,14,10,10,5,3,5,-1,3,3,0,0,12,0,12,0,0,0,0,0,0,0,0,12,0,0
Woolly Rhinoceros,6,4,2,2,25,100,11,17,11,15,6,1,5,-4,3,-1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,13,0
Quara Orshendiel,11,3,1,2,30,190,21,16,22,21,3,5,0,1,2,5,22,0,20,0,22,20,22,0,0,0,0,0,0,20,19,0
Facetbound Nullifier,15,3,2,1,38,305,25,26,22,24,8,4,6,4,2,4,0,27,31,0,0,0,27,0,0,0,0,0,0,0,0,0
Young Sky Dragon,9,4,3,3,28,155,19,18,16,21,6,1,3,1,4,3,16,0,19,0,16,0,18,0,0,0,0,19,18,18,17,0
Caustic Monitor,13,5,2,2,34,235,22,24,23,20,7,5,5,-4,4,-2,24,0,28,0,0,0,0,0,0,0,0,0,0,20,0,0
Bloodseeker,-1,1,2,2,16,6,6,5,8,4,-4,3,0,-5,1,-2,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Giant Solifugid,1,3,2,2,16,20,7,6,8,4,1,3,3,-5,1,-4,8,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Ancient Forest Dragon,19,6,1,1,44,410,33,32,29,35,9,4,7,5,8,6,31,0,37,0,31,0,33,0,36,0,0,0,0,29,35,0
Gorilla,3,4,2,2,19,45,8,12,9,6,4,2,3,-4,1,-2,9,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0
Grunka,-1,2,1,1,16,6,2,5,7,3,0,3,1,0,-1,1,5,0,2,0,0,0,0,0,1,0,0,0,0,5,0,0
Razortoothed Shark,1,4,2,2,16,20,7,8,6,5,3,1,4,-4,0,-4,0,0,9,0,0,0,0,0,0,0,0,0,0,6,5,0
Skulk,1,3,1,1,16,21,5,7,8,5,0,3,2,1,2,1,6,0,0,0,6,0,0,0,0,0,0,0,4,8,0,6
Bugbear Thug,2,3,2,1,17,34,7,9,8,5,4,2,3,-1,1,0,6,0,7,0,0,0,4,0,0,0,0,0,0,6,0,0
Weak Spider Swarm,-1,4,2,2,14,8,4,3,6,1,-2,3,0,-5,0,-4,4,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
Ioseff Xarwin,9,3,1,1,29,112,16,15,18,18,-5,3,0,6,3,4,0,17,0,0,19,0,19,0,0,21,0,0,19,18,0,0
Joon-seo,15,3,2,3,35,250,28,26,26,28,2,3,3,0,5,5,26,0,0,0,28,0,0,0,0,0,28,0,0,0,0,0
Young Green Dragon,8,4,3,1,28,135,16,16,16,17,5,1,3,2,2,4,13,16,17,0,14,16,16,0,14,17,0,0,14,15,0,0
Giant Fly,1,3,2,2,17,20,8,6,9,6,3,4,3,-5,3,-5,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkek,7,3,2,1,23,100,12,16,16,14,3,2,2,4,1,1,0,17,14,0,10,0,12,0,0,0,0,0,0,13,0,0
Brain Collector,8,4,1,1,26,140,18,15,13,18,6,3,5,4,4,3,17,18,16,0,0,0,0,0,0,21,0,0,0,17,0,0
Sorcerous Skull Swarm,14,4,2,1,34,190,24,22,26,26,-3,6,4,8,4,5,26,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0
Grimwold,14,3,1,2,36,270,27,26,24,26,6,2,2,4,4,0,0,0,0,0,22,20,0,0,0,0,0,0,24,24,0,0
Krampus The Horned Miser,21,4,2,1,46,380,38,39,34,35,10,7,10,6,6,10,36,0,39,0,0,0,42,0,0,0,0,0,35,39,38,0
Ancient Bronze Dragon,18,6,3,3,43,360,32,32,30,34,8,4,6,7,6,6,28,35,34,0,0,32,32,0,0,33,0,0,33,28,0,0
Munagola,11,3,3,1,31,165,24,23,21,20,7,6,6,3,5,6,23,0,22,0,0,0,21,0,0,0,0,18,0,21,0,0
Scarlet Walker,12,5,3,1,33,225,23,21,25,21,6,7,5,4,5,4,25,22,22,0,0,0,23,23,0,24,0,0,0,25,0,0
Dyzallin Shraen,19,3,2,1,42,380,32,30,32,33,2,6,4,6,3,9,31,33,0,0,38,34,36,0,0,35,0,28,33,31,0,0
Ilora Nuski,12,3,1,2,33,220,22,21,25,22,3,5,3,2,4,-1,23,0,21,0,0,0,0,0,22,0,0,0,20,25,24,0
Levaloch,7,4,3,1,25,105,16,17,14,12,6,3,4,2,3,1,14,0,17,0,0,0,14,0,0,0,0,14,0,0,0,0
Fleshforge Dreg Breath Weapon,3,3,2,2,19,45,6,9,9,6,4,3,3,-3,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0
Kharostan,16,4,2,1,38,280,29,28,30,25,6,6,4,1,3,4,28,0,31,25,0,0,28,0,0,0,0,27,0,28,29,0
Pukwudgie,7,2,2,1,25,100,17,12,15,17,4,6,3,4,6,3,0,0,0,15,14,0,0,15,17,0,0,0,0,17,0,15
Ember Fox,2,2,2,3,18,35,8,6,10,8,1,4,2,-2,2,1,8,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0
Living Rune Occult,13,2,3,2,34,245,25,20,23,27,1,6,1,8,8,5,0,0,0,0,24,0,0,0,0,0,0,0,0,25,0,0
Weasel,-1,1,2,2,15,7,4,4,7,2,2,3,2,-4,0,1,5,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0
Brimorak,5,2,1,1,22,80,12,15,12,10,4,3,4,1,1,2,12,0,0,0,11,0,0,0,0,0,0,10,0,12,0,0
Hungry Blade Apprentice,2,3,3,1,20,40,8,6,12,9,3,4,1,0,1,0,9,0,8,0,0,0,5,0,0,0,0,0,0,9,0,9
Giant Fetid Familiar,1,4,2,2,16,21,6,8,9,4,3,4,3,-4,1,0,7,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0
Poacher,2,3,2,1,19,30,9,7,10,7,2,4,1,0,3,0,0,0,0,4,4,0,0,0,7,0,0,0,0,8,7,0
Thresholder Mystic,17,3,1,1,41,315,31,27,29,33,0,4,1,2,6,5,28,0,0,0,30,0,32,31,0,30,0,33,0,0,0,0
Shadow Drake,2,1,1,1,17,28,6,7,10,6,1,4,1,-1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
Golarion's Finest Han,13,3,2,2,33,230,23,23,23,23,5,4,3,2,3,0,26,0,26,0,0,0,0,0,0,23,0,0,0,0,0,0
Arms of Balance Ranya Shibhatesh,15,3,3,2,35,300,27,27,27,27,5,4,4,0,4,1,29,0,30,0,0,0,0,0,0,0,26,0,0,0,0,0
Narwhal,3,4,2,2,18,50,10,9,10,8,5,3,4,-4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Hateful Hermit,5,3,1,1,21,80,11,15,11,9,4,2,4,1,0,1,0,0,13,0,0,0,0,0,12,0,0,0,0,0,11,0
Throttled Blindheim,2,2,2,2,18,27,9,9,9,5,2,3,3,-4,1,-2,7,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0
Rampaging Roast Medium Rare,3,3,2,2,16,60,7,12,7,7,4,0,4,-5,0,-5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemplative Meditant,15,3,2,2,38,275,29,21,27,29,-2,6,0,8,6,4,0,31,0,0,27,27,0,29,27,33,0,0,29,0,0,0
Skeletal Tiger Lord,8,3,1,1,28,99,18,18,16,16,4,4,1,-1,2,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Trapdoor Ogre Spider,5,5,2,2,23,70,13,15,13,9,6,4,4,-5,2,-4,13,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0
Nagaji Soldier,2,3,2,2,18,28,8,9,7,6,4,1,3,-1,2,1,0,0,8,0,0,0,5,0,6,0,0,0,0,0,0,0
Arabuk,5,4,2,2,21,82,12,15,13,9,5,4,4,-4,2,1,0,0,12,0,0,0,0,0,0,0,0,0,0,11,11,0
Pugwampi,0,1,2,1,16,17,6,5,8,6,-3,3,0,0,2,-2,0,0,0,2,2,0,0,0,4,0,0,0,0,5,0,5
Everburning Mammoth,8,3,1,1,26,135,16,16,17,16,5,5,4,1,4,0,17,0,18,0,0,0,0,0,0,0,0,0,0,17,0,0
Drow Bodyguard Golem,14,4,2,2,36,210,23,28,23,24,8,-1,4,-5,0,-5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
Enormous Rat,3,4,2,2,19,45,9,10,8,7,5,3,3,-4,2,-2,8,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0
Melixie,0,1,1,2,16,17,4,6,8,4,-1,4,2,2,0,3,6,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0
Yarrika Mulandez,15,3,3,3,37,250,27,24,27,28,2,4,3,1,5,3,0,0,23,0,0,0,0,0,0,24,0,28,0,0,0,0
Tracker,3,3,2,2,20,45,13,9,11,9,2,4,2,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,13,0
Xevalorg,13,4,1,1,34,235,19,26,20,23,8,4,5,2,7,4,23,0,27,0,0,0,0,0,0,0,0,26,0,23,24,0
Scrabbling Ribcage,1,2,2,2,16,20,6,7,5,5,2,2,2,-5,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron Golem,13,4,2,2,34,190,21,26,21,22,8,-1,4,-5,0,-5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Goblin Skeleton,-1,2,2,1,16,20,2,2,8,2,2,4,0,-4,1,-2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleroma,20,4,3,2,45,335,37,32,31,37,6,7,6,8,9,6,33,38,0,0,34,34,0,0,0,38,0,39,0,35,0,0
Halspin the Stung,15,3,2,3,35,250,24,26,28,26,2,5,3,2,1,5,28,0,0,0,0,28,0,0,24,25,28,0,0,0,0,0
Urdefhan Hunter,12,3,2,1,34,190,26,20,26,23,4,6,4,2,5,1,24,0,0,0,0,0,0,0,23,0,0,21,0,26,25,0
Adult Copper Dragon,12,4,1,3,33,235,23,23,22,22,6,3,4,4,3,5,21,0,24,22,21,0,0,0,0,0,23,0,22,21,0,0
Tax Collector,-1,3,3,2,14,8,6,2,3,9,0,1,0,4,2,3,0,0,0,0,8,8,8,0,0,0,0,0,11,0,0,6
Bandit,2,3,2,1,19,30,6,7,9,6,3,3,1,0,2,1,0,0,6,0,5,0,6,0,0,0,0,0,0,8,6,8
Ilverani Sentry,7,3,1,3,25,115,17,15,17,15,4,4,2,1,4,0,0,0,0,0,0,0,11,0,17,0,0,0,0,17,17,0
Aspis Technician,7,2,1,1,25,115,15,13,17,15,1,4,2,4,2,0,15,15,0,17,0,0,0,0,0,0,0,0,0,15,0,15
Raseri Kanton Skeleton,4,3,2,1,21,50,11,13,12,9,5,2,3,0,1,2,0,0,13,8,0,0,10,0,0,0,0,0,0,0,0,0
Harmony In Agony,13,3,2,1,34,200,23,22,24,25,4,7,4,5,4,7,26,0,0,0,26,24,0,0,0,22,26,0,24,0,0,0
Spiny Eurypterid,5,4,2,2,22,70,10,16,11,10,4,2,5,-5,1,-3,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0
Zombie Rival Necromancer,16,3,1,1,36,315,28,25,25,30,1,3,3,5,4,4,0,32,0,0,28,28,28,0,0,0,0,28,32,26,0,0
Hobgoblin General,6,3,3,1,25,90,13,12,15,13,4,3,2,0,1,2,12,0,15,0,0,0,14,0,0,0,0,0,0,12,0,0
Peryton Rifle Mutation,4,3,1,1,21,60,13,8,11,13,4,3,2,0,5,3,11,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0
Bloody Blade Mercenary,1,3,2,1,18,19,6,6,9,4,4,3,1,0,1,-1,6,0,7,0,0,0,2,0,4,0,0,0,0,6,4,6
Dire Warg,4,4,2,1,21,60,12,12,10,8,5,4,4,-1,2,2,10,0,12,0,8,0,8,0,0,0,0,0,0,10,12,0
Sluagh Reaper,10,3,2,1,29,175,21,17,21,19,3,7,3,3,5,0,21,0,0,0,0,0,16,0,0,0,0,0,0,23,21,0
Ghast Arctic,2,3,1,1,18,30,8,6,10,8,3,4,2,1,2,3,10,0,7,0,0,0,0,0,0,0,0,0,0,10,8,0
Black Pudding,7,5,2,2,14,165,9,18,6,11,7,-5,7,-5,0,-5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Chronicler,3,3,2,2,18,45,14,8,9,9,2,2,1,4,4,0,0,0,0,0,0,0,0,0,14,0,0,0,12,0,14,0
Void Zombie,1,3,2,2,13,26,3,7,3,5,3,-2,2,-5,0,-2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Id Ooze,7,3,2,2,21,105,15,15,13,17,5,2,4,2,4,4,0,0,16,0,15,0,0,0,0,15,0,0,0,15,0,0
Cactus Leshy,2,2,2,2,18,30,9,10,6,7,3,2,4,-1,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,7,0
Intellect Assemblage,19,3,2,2,43,355,29,35,32,29,10,5,6,5,3,-3,0,0,37,0,0,0,0,0,0,33,0,0,0,0,0,0
Deinosuchus,9,5,2,2,26,175,17,20,16,15,7,3,5,-5,2,-4,0,0,20,0,0,0,0,0,0,0,0,0,0,16,0,0
Flumph,1,2,3,3,17,17,8,5,9,8,0,4,0,1,3,2,7,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0
Scythe Tree,6,5,1,1,24,105,14,17,8,9,7,2,4,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,12,0,0
Pygmy Kaava,0,2,2,2,15,15,6,5,7,6,2,3,1,1,2,0,5,0,0,0,0,0,4,0,0,0,0,0,0,7,6,0
Kayajima Boar,3,3,2,2,20,45,10,12,7,10,4,1,1,-4,2,-3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0
Ectoplasmic Amalgam,15,4,1,1,37,320,25,25,29,23,8,6,6,2,4,2,27,0,29,0,0,0,0,0,0,0,0,0,0,27,0,0
Nhimbaloth's Cutter,8,3,2,1,26,135,14,17,16,14,5,4,5,-5,0,-5,16,0,19,0,0,0,0,0,0,0,0,0,0,14,0,0
Krooth,8,4,2,2,26,150,16,20,17,14,6,3,6,-4,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,17,0
Parsus,10,3,2,1,29,160,20,18,18,20,4,3,3,5,0,0,0,0,0,0,19,0,19,0,0,0,0,0,19,0,0,0
Thulgant,18,4,1,1,42,305,30,30,28,32,9,6,6,5,6,9,32,0,35,0,0,0,0,0,0,33,0,0,0,32,0,0
Flaming Moss Monster,5,3,2,2,22,80,12,12,11,10,5,2,3,-5,1,-2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Phantom Knight,4,3,3,2,21,45,13,8,12,13,-5,4,0,0,5,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Famished Mimic,3,3,2,2,18,60,7,9,7,7,4,1,3,0,1,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0
Hellwasp Swarm,8,4,3,1,24,95,16,18,16,14,0,4,6,-3,2,-2,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
Brownie,1,1,2,2,16,25,7,4,9,9,-2,4,1,2,4,3,7,0,0,5,6,0,0,0,0,0,0,0,0,9,0,0
Burning Mammoth Reaver,2,3,1,1,18,30,8,9,8,6,4,2,1,0,2,1,0,0,8,0,0,0,7,0,8,0,0,0,0,0,8,0
The Guest,7,3,1,2,24,130,15,17,14,13,4,3,4,-4,2,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Glass Buccaneer,9,3,2,2,28,154,18,17,21,15,5,6,3,-5,2,-5,0,0,18,0,12,0,0,0,0,0,0,0,0,20,0,0
Morlibint,4,3,3,2,21,60,7,11,9,9,0,1,1,4,1,2,0,12,0,10,0,8,0,7,7,10,8,7,10,0,0,0
Ravener Husk,14,6,1,1,35,325,26,28,22,26,8,0,6,-5,4,4,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoony Militia Member,2,2,3,3,17,40,8,9,6,8,4,2,1,0,2,1,8,0,10,4,0,0,0,0,0,0,0,0,6,0,6,0
Spiral Centurion,11,3,2,2,31,170,20,22,25,16,6,6,5,-5,2,-5,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Blizzardborn,6,3,2,2,24,105,14,16,12,14,5,2,4,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,14,0,0
Bandit Lieutenant,2,3,2,1,20,22,8,5,10,5,1,4,1,1,1,1,6,0,5,0,0,0,6,0,0,0,0,0,0,8,0,0
Nonsequitaur,3,4,2,2,20,40,9,8,9,9,4,2,1,0,2,1,0,0,11,0,0,6,6,0,7,0,0,0,0,0,7,0
Combusted,3,3,1,1,19,65,6,10,12,4,4,3,3,-2,-1,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulvik,9,4,1,1,27,190,21,21,16,16,6,3,4,-2,3,4,0,0,21,0,0,0,19,0,0,0,0,0,0,18,0,0
Ogre Spider,5,5,2,2,23,70,13,15,13,9,6,4,4,-5,2,-4,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Harpy Forager,7,3,1,1,25,105,15,12,18,15,2,5,1,-1,2,5,16,0,0,0,17,0,15,0,0,0,17,0,0,0,0,0
Damaged Alchemical Golem,5,4,2,2,22,78,8,14,9,8,5,1,2,-5,0,-5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Azmakian Effigy,7,4,1,1,25,110,15,18,12,15,6,4,5,0,1,2,0,0,17,0,0,0,15,0,0,0,0,0,0,13,0,0
Ardissa Prendergant,3,3,3,1,18,45,9,6,9,11,0,2,1,4,2,0,7,9,0,9,0,0,0,0,9,0,0,0,0,9,7,0
Clockwork Puppeteer,12,4,2,2,33,205,20,22,25,19,6,6,2,-5,2,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
Rivka Mogaru,13,3,2,1,32,220,21,24,26,17,5,7,5,0,0,8,26,0,22,0,27,0,0,0,0,0,0,0,0,26,19,0
Ice Linnorm,17,6,1,1,41,330,29,32,28,27,9,5,7,-3,6,7,28,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
Urdefhan High Tormentor,10,3,2,1,30,195,22,19,16,22,5,2,3,1,6,3,18,0,0,19,0,0,21,0,0,22,0,22,0,0,0,0
Fossil Golem,12,5,2,2,33,195,20,26,20,18,7,2,6,-5,0,-5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Werewolf,3,3,1,1,19,63,9,11,9,7,4,2,2,-1,2,1,7,0,9,0,0,0,0,0,0,0,0,0,0,10,0,0
Vaultbreaker Ooze,6,4,2,2,13,150,10,17,10,8,4,2,7,-5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Ledorick Banyan Possessed,14,3,2,2,36,260,24,28,26,22,5,4,2,0,2,5,24,0,25,0,23,25,25,0,0,0,0,0,20,0,0,0
Slana,20,6,1,2,45,380,36,35,33,33,10,7,7,2,7,6,35,0,38,0,0,0,0,0,35,0,0,0,0,33,37,0
Gliminal,9,3,2,2,27,160,18,19,21,16,-5,6,4,2,3,5,19,15,0,0,0,0,0,18,0,0,0,16,0,0,0,0
Drow Warden,4,3,1,2,21,60,11,11,11,9,4,3,1,0,3,0,0,0,12,0,0,0,8,0,0,0,0,0,0,9,11,0
Mechanical Laborer,5,3,2,2,22,55,11,15,10,8,5,1,4,-5,0,-5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Kobold Dragon Mage,2,2,3,1,17,25,5,4,7,7,-1,3,0,2,1,4,0,6,0,0,8,8,8,0,0,0,0,0,0,7,0,0
Drela,7,3,1,1,26,104,14,13,17,10,4,4,2,2,-1,4,13,0,13,0,15,0,17,0,0,0,0,0,11,13,0,15
The Lonely Warrior,6,3,3,1,23,106,14,15,13,14,4,2,4,1,3,3,0,0,12,0,0,0,11,0,0,0,0,9,0,12,0,0
Fire Yai,14,4,3,1,36,250,26,28,26,24,8,6,6,4,6,8,23,23,27,25,27,0,27,0,25,0,0,0,0,0,0,0
Greater Shadow,7,3,1,1,24,75,14,11,18,15,-5,5,0,0,2,4,16,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Viper,-1,1,2,2,15,8,5,2,7,5,-3,4,0,-4,1,-2,5,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0
Sard,19,6,1,1,43,400,35,35,31,33,10,6,6,2,6,6,33,0,37,0,0,0,0,0,31,0,0,0,0,0,0,0
Belcorra Haruvex,12,3,1,1,30,175,22,16,22,20,-5,4,0,5,4,7,0,23,0,0,0,23,25,0,0,26,0,22,0,22,0,0
Explosive Rats,0,2,2,2,16,16,6,7,8,4,2,3,2,-4,1,-3,6,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0
Ancient Sovereign Dragon,20,6,2,2,46,410,36,35,31,36,10,5,7,5,8,9,31,0,38,0,37,41,37,0,0,31,0,0,31,31,34,0
Archery Specialist,13,3,2,2,35,190,26,22,26,19,3,5,4,3,2,0,26,0,22,0,0,0,0,0,0,0,0,0,0,24,21,0
Ahvothian,7,3,1,1,25,160,18,18,12,15,6,2,4,0,4,2,0,0,19,11,0,0,15,0,0,0,0,11,0,0,17,0
Yeth Hound,3,3,1,1,18,55,9,9,12,12,4,3,2,-2,3,1,8,0,9,0,0,0,0,0,0,0,0,0,0,10,8,0
Swee Pup,2,1,3,2,20,23,8,7,10,6,-2,4,3,0,2,0,8,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0
Corrupt Shieldmarshal Clan Pistol,7,3,3,1,25,120,18,15,18,12,4,5,2,0,0,2,17,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0
Yshula,8,3,2,1,26,125,17,14,18,19,3,5,3,2,4,7,16,15,0,0,22,22,18,0,0,0,0,15,15,18,0,0
Prairie Drake,2,2,2,1,18,36,6,10,6,6,3,2,4,-2,2,1,6,0,9,0,0,0,5,0,0,0,0,0,0,0,6,0
Smilglen Daet,1,2,1,1,15,21,5,5,6,7,0,2,1,4,2,0,0,0,0,0,4,0,0,0,0,7,0,0,0,7,0,0
Bodyguard,1,3,2,2,16,25,8,8,7,4,4,2,3,-1,1,0,0,0,7,0,0,0,6,0,0,0,0,0,2,0,0,0
Pholebis,7,3,1,1,26,100,18,15,18,17,0,5,4,3,4,7,16,0,9,0,0,20,0,15,15,0,20,0,0,14,15,0
Thundering Wihsaak Heretical,6,3,2,1,24,105,14,14,15,14,4,5,4,1,2,3,13,0,0,0,15,0,15,0,0,0,0,0,0,15,0,0
Firewyrm,9,5,2,2,28,165,16,18,20,15,5,5,4,-1,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone Prophet,8,3,2,1,27,115,15,14,15,19,3,3,2,5,5,6,0,15,0,0,18,0,16,0,0,17,0,19,15,13,0,0
Dismemberment Table,5,3,2,2,22,56,11,13,11,9,5,2,4,-5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insidious Dragon Forest Rot,6,3,2,1,22,125,12,17,13,13,5,2,4,-4,2,2,0,0,15,0,0,0,13,0,0,0,0,0,0,0,0,0
Vanth Warrior,14,3,2,2,37,255,25,25,22,28,8,5,4,4,5,4,28,0,28,0,0,0,25,0,0,23,0,23,0,28,0,0
Adrivallo,10,3,1,1,28,210,16,18,17,14,3,5,1,1,2,7,0,0,16,0,21,21,19,0,16,0,21,0,0,19,0,16
Idovik,7,4,1,2,24,125,14,17,11,15,6,0,4,2,3,2,11,13,17,0,0,0,0,0,14,0,0,0,0,0,0,0
Ethereal Sailor,6,3,2,2,25,60,14,8,14,8,4,4,0,-5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Catfolk Pouncer,1,3,1,3,17,19,6,6,9,4,3,4,1,-1,1,1,7,0,6,0,0,0,0,0,4,0,0,0,0,7,4,0
Veteran Onyx Alliance Scout,3,3,2,1,21,39,7,7,11,7,1,4,2,0,0,2,10,0,7,0,8,8,0,0,0,0,0,0,5,10,0,10
Daughter of Cocytus Grunt,2,3,2,1,18,32,8,9,8,6,3,2,3,-1,2,0,0,0,7,0,0,0,6,0,0,0,0,0,0,6,0,0
Wheel Archon,16,5,3,3,41,230,28,26,31,28,6,9,6,5,6,3,31,0,30,0,0,0,29,0,0,0,0,28,0,0,0,0
Hermit Crab Swarm,4,4,2,2,19,42,11,13,10,7,4,2,3,-4,1,-1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Gravedigger,1,3,2,2,15,22,6,8,4,7,4,1,3,0,2,0,0,0,7,0,0,0,0,0,0,0,0,4,0,4,0,0
Child of Urgathoa,8,4,2,1,27,165,18,14,15,18,6,3,4,2,6,5,13,0,0,0,15,0,15,0,0,0,0,18,0,13,0,0
Minognos-Ushad,19,5,2,1,43,295,30,33,35,31,10,6,6,0,6,4,33,0,37,0,0,0,31,0,0,0,0,0,0,33,0,0
Melody On The Wind,10,5,2,2,30,170,21,16,22,19,4,6,2,2,5,6,22,0,0,0,0,0,0,0,0,0,22,0,0,22,0,0
Creeping Crone,11,3,2,1,30,210,21,21,18,24,7,3,3,5,5,6,0,0,0,22,21,0,21,0,0,22,0,0,0,20,0,0
Bloody Beetle Exoskeleton,3,4,2,1,17,50,7,10,8,7,5,1,3,-5,0,2,0,0,12,0,0,0,9,0,0,0,0,0,0,0,0,0
